longitude,latitude,altitude,wind_speed,u_velocity,v_velocity
80.200,36.200,0.0,3.44,-0.70,-3.36
80.500,36.200,0.0,3.46,-0.78,-3.37
80.800,36.200,0.0,3.36,-0.98,-3.21
81.100,36.200,0.0,2.95,-0.31,-2.93
81.400,36.200,0.0,3.33,1.32,-3.06
81.700,36.200,0.0,3.15,1.35,-2.85
82.000,36.200,0.0,2.60,0.94,-2.42
82.300,36.200,0.0,3.36,-0.80,-3.26
82.600,36.200,0.0,2.53,-1.21,-2.23
82.900,36.200,0.0,3.25,-1.09,-3.06
83.200,36.200,0.0,3.44,-0.90,-3.32
83.500,36.200,0.0,2.84,-0.44,-2.81
83.800,36.200,0.0,2.50,1.22,-2.18
84.100,36.200,0.0,3.45,-0.60,-3.40
84.400,36.200,0.0,3.49,0.33,-3.48
84.700,36.200,0.0,3.49,-0.89,-3.38
85.000,36.200,0.0,2.91,-0.57,-2.86
85.300,36.200,0.0,3.19,0.84,-3.08
85.600,36.200,0.0,3.19,1.14,-2.97
85.900,36.200,0.0,2.88,0.26,-2.87
86.200,36.200,0.0,3.31,-0.54,-3.27
86.500,36.200,0.0,2.78,-0.15,-2.77
86.800,36.200,0.0,3.39,-0.55,-3.34
87.100,36.200,0.0,3.24,-0.02,-3.24
87.400,36.200,0.0,3.04,1.00,-2.87
87.700,36.200,0.0,2.79,-0.98,-2.61
88.000,36.200,0.0,2.81,1.05,-2.61
88.300,36.200,0.0,2.76,-0.13,-2.76
88.600,36.200,0.0,3.34,-0.07,-3.34
88.900,36.200,0.0,2.89,1.00,-2.71
89.200,36.200,0.0,2.63,0.96,-2.45
89.500,36.200,0.0,4.52,0.72,-4.46
89.800,36.200,0.0,5.68,0.08,-5.68
90.100,36.200,0.0,4.22,1.87,-3.78
90.400,36.200,0.0,5.41,1.49,-5.20
90.700,36.200,0.0,4.32,-1.16,-4.16
91.000,36.200,0.0,5.66,-0.10,-5.66
91.300,36.200,0.0,5.04,-2.09,-4.58
91.600,36.200,0.0,4.95,2.00,-4.53
91.900,36.200,0.0,4.35,1.00,-4.23
92.200,36.200,0.0,4.53,-0.55,-4.50
92.500,36.200,0.0,4.22,0.88,-4.12
92.800,36.200,0.0,5.59,-1.63,-5.34
93.100,36.200,0.0,4.69,0.72,-4.64
93.400,36.200,0.0,5.64,-2.00,-5.28
93.700,36.200,0.0,5.68,1.87,-5.36
94.000,36.200,0.0,4.11,-1.33,-3.89
94.300,36.200,0.0,4.52,-0.51,-4.49
94.600,36.200,0.0,4.91,-1.20,-4.76
94.900,36.200,0.0,4.59,-1.01,-4.48
95.200,36.200,0.0,5.50,1.17,-5.37
95.500,36.200,0.0,4.19,-1.53,-3.90
95.800,36.200,0.0,4.91,-0.47,-4.89
96.100,36.200,0.0,5.48,-1.01,-5.38
96.400,36.200,0.0,5.09,1.45,-4.88
96.700,36.200,0.0,5.23,2.47,-4.61
73.000,36.500,0.0,4.05,0.62,-4.00
73.300,36.500,0.0,4.03,0.13,-4.02
73.600,36.500,0.0,4.75,-2.09,-4.26
73.900,36.500,0.0,4.85,-1.11,-4.72
74.200,36.500,0.0,4.07,1.49,-3.79
74.500,36.500,0.0,4.66,-2.31,-4.04
74.800,36.500,0.0,4.02,1.31,-3.80
75.100,36.500,0.0,5.27,-0.93,-5.19
75.400,36.500,0.0,5.45,-2.69,-4.74
75.700,36.500,0.0,4.21,-1.73,-3.83
76.000,36.500,0.0,5.18,2.30,-4.64
76.300,36.500,0.0,4.43,0.70,-4.37
76.600,36.500,0.0,4.12,0.65,-4.07
76.900,36.500,0.0,5.12,-1.17,-4.99
77.200,36.500,0.0,5.23,-2.55,-4.56
77.500,36.500,0.0,5.00,-1.35,-4.82
77.800,36.500,0.0,4.62,1.83,-4.24
78.100,36.500,0.0,5.81,1.61,-5.59
78.400,36.500,0.0,5.29,-0.46,-5.27
78.700,36.500,0.0,2.53,-0.79,-2.40
79.000,36.500,0.0,2.89,-1.35,-2.55
79.300,36.500,0.0,3.46,0.57,-3.42
79.600,36.500,0.0,2.58,0.84,-2.44
79.900,36.500,0.0,2.74,0.52,-2.69
80.200,36.500,0.0,2.67,-0.79,-2.55
80.500,36.500,0.0,2.88,-0.54,-2.82
80.800,36.500,0.0,3.28,-0.83,-3.17
81.100,36.500,0.0,2.92,1.03,-2.73
81.400,36.500,0.0,3.36,0.59,-3.31
81.700,36.500,0.0,2.72,-1.27,-2.40
82.000,36.500,0.0,3.32,-0.04,-3.32
82.300,36.500,0.0,3.46,-1.26,-3.22
82.600,36.500,0.0,2.86,0.98,-2.69
82.900,36.500,0.0,3.36,-0.32,-3.34
83.200,36.500,0.0,3.24,1.11,-3.04
83.500,36.500,0.0,2.87,0.00,-2.87
83.800,36.500,0.0,3.18,0.29,-3.17
84.100,36.500,0.0,2.85,-0.26,-2.84
84.400,36.500,0.0,2.69,-0.53,-2.64
84.700,36.500,0.0,3.03,0.70,-2.95
85.000,36.500,0.0,3.17,-0.87,-3.05
85.300,36.500,0.0,2.51,-0.10,-2.51
85.600,36.500,0.0,3.10,0.24,-3.09
85.900,36.500,0.0,3.23,-0.76,-3.14
86.200,36.500,0.0,2.88,0.22,-2.87
86.500,36.500,0.0,3.03,0.15,-3.02
86.800,36.500,0.0,2.81,0.41,-2.78
87.100,36.500,0.0,2.93,-0.03,-2.93
87.400,36.500,0.0,2.70,0.13,-2.70
87.700,36.500,0.0,3.37,1.52,-3.01
88.000,36.500,0.0,3.33,1.41,-3.01
88.300,36.500,0.0,2.51,0.06,-2.51
88.600,36.500,0.0,2.97,0.36,-2.95
88.900,36.500,0.0,2.92,-0.94,-2.76
89.200,36.500,0.0,2.65,-0.86,-2.51
89.500,36.500,0.0,5.13,-0.04,-5.13
89.800,36.500,0.0,4.64,-1.93,-4.22
90.100,36.500,0.0,5.85,2.11,-5.46
90.400,36.500,0.0,4.88,1.85,-4.51
90.700,36.500,0.0,4.51,0.88,-4.43
91.000,36.500,0.0,6.00,-1.48,-5.81
91.300,36.500,0.0,5.94,1.09,-5.84
91.600,36.500,0.0,5.99,0.41,-5.98
91.900,36.500,0.0,5.09,-2.39,-4.49
92.200,36.500,0.0,4.96,0.86,-4.88
92.500,36.500,0.0,4.37,0.17,-4.37
92.800,36.500,0.0,5.63,-1.71,-5.36
93.100,36.500,0.0,4.72,-1.81,-4.36
93.400,36.500,0.0,4.36,-0.04,-4.36
93.700,36.500,0.0,3.95,1.72,-3.55
94.000,36.500,0.0,4.56,0.54,-4.52
94.300,36.500,0.0,4.55,1.41,-4.32
94.600,36.500,0.0,4.55,0.18,-4.55
94.900,36.500,0.0,4.68,-1.89,-4.28
95.200,36.500,0.0,3.85,0.39,-3.83
95.500,36.500,0.0,3.94,0.67,-3.89
95.800,36.500,0.0,4.00,-1.88,-3.53
96.100,36.500,0.0,4.17,1.46,-3.90
96.400,36.500,0.0,5.11,-2.14,-4.64
96.700,36.500,0.0,5.06,1.60,-4.80
73.000,36.800,0.0,5.47,-2.34,-4.94
73.300,36.800,0.0,4.75,0.45,-4.73
73.600,36.800,0.0,4.89,-1.84,-4.53
73.900,36.800,0.0,4.37,1.06,-4.24
74.200,36.800,0.0,3.84,1.24,-3.64
74.500,36.800,0.0,4.33,-0.38,-4.32
74.800,36.800,0.0,5.16,-1.80,-4.84
75.100,36.800,0.0,4.71,-1.38,-4.51
75.400,36.800,0.0,5.43,-0.57,-5.40
75.700,36.800,0.0,5.10,1.88,-4.74
76.000,36.800,0.0,4.55,-1.80,-4.18
76.300,36.800,0.0,4.51,-1.57,-4.23
76.600,36.800,0.0,3.97,0.31,-3.96
76.900,36.800,0.0,5.18,-1.02,-5.08
77.200,36.800,0.0,4.19,-1.57,-3.89
77.500,36.800,0.0,5.60,0.45,-5.59
77.800,36.800,0.0,5.23,0.98,-5.14
78.100,36.800,0.0,5.85,-2.32,-5.37
78.400,36.800,0.0,5.75,0.77,-5.69
78.700,36.800,0.0,3.01,1.43,-2.65
79.000,36.800,0.0,2.74,0.49,-2.70
79.300,36.800,0.0,2.77,0.62,-2.70
79.600,36.800,0.0,2.71,0.03,-2.71
79.900,36.800,0.0,3.03,0.26,-3.02
80.200,36.800,0.0,3.20,1.13,-3.00
80.500,36.800,0.0,3.04,-0.81,-2.93
80.800,36.800,0.0,3.20,-1.20,-2.96
81.100,36.800,0.0,3.44,0.28,-3.43
81.400,36.800,0.0,2.77,-0.10,-2.77
81.700,36.800,0.0,2.61,-0.95,-2.44
82.000,36.800,0.0,3.05,0.47,-3.01
82.300,36.800,0.0,2.66,1.28,-2.34
82.600,36.800,0.0,3.01,0.12,-3.01
82.900,36.800,0.0,3.06,1.22,-2.81
83.200,36.800,0.0,2.98,-1.37,-2.64
83.500,36.800,0.0,2.60,-0.76,-2.49
83.800,36.800,0.0,3.04,1.33,-2.74
84.100,36.800,0.0,3.00,-0.07,-3.00
84.400,36.800,0.0,3.39,1.41,-3.08
84.700,36.800,0.0,3.32,1.01,-3.16
85.000,36.800,0.0,3.05,0.22,-3.04
85.300,36.800,0.0,2.81,0.36,-2.79
85.600,36.800,0.0,2.93,-0.05,-2.93
85.900,36.800,0.0,3.15,-0.26,-3.13
86.200,36.800,0.0,3.39,-1.00,-3.24
86.500,36.800,0.0,3.33,-0.42,-3.30
86.800,36.800,0.0,3.46,-1.64,-3.05
87.100,36.800,0.0,3.34,1.60,-2.93
87.400,36.800,0.0,3.24,-0.85,-3.13
87.700,36.800,0.0,3.26,1.23,-3.02
88.000,36.800,0.0,3.25,1.08,-3.07
88.300,36.800,0.0,3.44,0.53,-3.40
88.600,36.800,0.0,3.08,0.59,-3.02
88.900,36.800,0.0,3.10,1.03,-2.92
89.200,36.800,0.0,2.84,-0.55,-2.78
89.500,36.800,0.0,2.89,-0.24,-2.88
89.800,36.800,0.0,4.44,-0.59,-4.40
90.100,36.800,0.0,5.16,1.87,-4.80
90.400,36.800,0.0,4.57,0.59,-4.53
90.700,36.800,0.0,4.34,1.75,-3.98
91.000,36.800,0.0,4.50,-1.21,-4.33
91.300,36.800,0.0,4.93,1.13,-4.80
91.600,36.800,0.0,4.11,0.62,-4.06
91.900,36.800,0.0,6.05,-2.11,-5.67
92.200,36.800,0.0,5.01,0.38,-4.99
92.500,36.800,0.0,5.28,-1.66,-5.01
